WKT,geo_point_
"MULTILINESTRING ((5.80554105673366 44.9149619420066,5.80813765653703 44.9144370782747))","(2:44.9146995101,5.80683935664)"
"MULTILINESTRING ((5.77096111099544 45.0440268334942,5.77100428870109 45.0440263776483,5.77103898782455 45.0440260044932,5.77111081488228 45.0436090694861,5.7735378886636 45.0451628708593,5.77375863493062 45.0455425792171))","(2:45.0444268172,5.77231119788)"
"MULTILINESTRING ((5.97527428256793 44.8498909165143,5.97503497195111 44.849971093533))","(2:44.849931005,5.97515462726)"
"MULTILINESTRING ((5.99340426343967 45.441646016261,5.99420883578861 45.4385306153503))","(2:45.4400883158,5.99380654961)"
"MULTILINESTRING ((5.98475094005979 45.4399159440689,5.98540093699417 45.4416238145698,5.98602121764186 45.4434623398361))","(2:45.4416830596,5.98540302905)"
"MULTILINESTRING ((5.96923397896745 45.4106375398073,5.96989764468175 45.4099694950682))","(2:45.4103035174,5.96956581182)"
"MULTILINESTRING ((5.98038175926665 45.4406328468337,5.98037011909698 45.4407027520743,5.98037517695019 45.4406793338113))","(2:45.440673672,5.98037510766)"
"MULTILINESTRING ((5.97502236103066 45.420569602098,5.97586075351029 45.4204477506463,5.98094493778502 45.41955345368))","(2:45.4200722297,5.97798536792)"
"MULTILINESTRING ((5.98295387712293 45.4187800045846,5.98222844733707 45.4193527151074))","(2:45.4190663598,5.98259116223)"
"MULTILINESTRING ((5.98124653453038 45.4138285804855,5.98181578380894 45.4162911663642))","(2:45.4150598734,5.98153115917)"
"MULTILINESTRING ((5.98502538206878 45.4078321382595,5.99689414128005 45.4073430432747))","(2:45.4075875908,5.99095976167)"
"MULTILINESTRING ((5.99460583725441 45.4267205381718,5.99464615094054 45.4265389722719,5.9953534092239 45.4263955286495))","(2:45.4265005496,5.99492318682)"
"MULTILINESTRING ((5.99837287314547 45.4590081058557,5.99860223716709 45.4594490777709))","(2:45.4592285918,5.99848755516)"
"MULTILINESTRING ((5.97817524147555 45.474394108697,5.98278913658312 45.47371936496))","(2:45.4740567368,5.98048218903)"
"MULTILINESTRING ((5.96801566794791 45.4666648240174,5.96682738273706 45.4629930792343))","(2:45.4648289516,5.96742152534)"
"MULTILINESTRING ((5.96516803806794 45.4582200350522,5.96436227100203 45.4526052392935))","(2:45.4554126372,5.96476515453)"
"MULTILINESTRING ((5.965475493254 45.4596922849809,5.96655825664557 45.4590798203737))","(2:45.4593860527,5.96601687495)"
"MULTILINESTRING ((5.98378748453853 45.4731438759281,5.98389746608646 45.4736039077025))","(2:45.4733738918,5.98384247531)"
"MULTILINESTRING ((5.99860223716709 45.4594490777709,5.99875582147413 45.4599012987564))","(2:45.4596751883,5.99867902932)"
"MULTILINESTRING ((5.99095165494106 45.4583358306584,5.99063610470422 45.4596788782571))","(2:45.4590073545,5.99079387982)"
"MULTILINESTRING ((6.09616145695989 45.426172704693,6.09597119698904 45.4254599174463))","(2:45.4258163111,6.09606632697)"
"MULTILINESTRING ((6.00963294124622 45.4385098392108,6.00875918496841 45.4376715690386))","(2:45.4380907041,6.00919606311)"
"MULTILINESTRING ((6.0251216181868 45.4290027804029,6.01851759261113 45.4266747993754))","(2:45.4278387899,6.0218196054)"
"MULTILINESTRING ((6.02997196127087 45.4318862792219,6.02736986957845 45.42975175741))","(2:45.4308190183,6.02867091542)"
"MULTILINESTRING ((6.0422930845782 45.433899722834,6.04452381211273 45.4313500376652,6.04652266419201 45.4302544239587))","(2:45.4318917862,6.04425904518)"
"MULTILINESTRING ((6.0503231595066 45.4346143599204,6.05138446076595 45.4343672067562))","(2:45.4344907833,6.05085381014)"
"MULTILINESTRING ((6.02736986957845 45.42975175741,6.02774297501945 45.4297040539467))","(2:45.4297279057,6.0275564223)"
"MULTILINESTRING ((5.71694644074709 44.9586995218556,5.7095146158438 44.960398156902,5.70459788770423 44.9607138502897,5.7034879264626 44.9605498673641))","(2:44.96000065,5.71025164152)"
"MULTILINESTRING ((5.36605105280147 45.126380318195,5.36832316555257 45.1259413021356))","(2:45.1261608102,5.36718710918)"
"MULTILINESTRING ((5.76851951717581 45.0554277905146,5.76867232692642 45.0549695609495))","(2:45.0551986757,5.76859592205)"
"MULTILINESTRING ((5.77273074456871 45.0522558512262,5.77219122005579 45.0525870226198))","(2:45.0524214369,5.77246098231)"
"MULTILINESTRING ((5.76845983148254 45.0539491806089,5.76518331575265 45.05375780749))","(2:45.053853494,5.76682157362)"
"MULTILINESTRING ((5.85685549203627 45.4065347514527,5.85658277316344 45.4068221140685))","(2:45.4066784328,5.8567191326)"
"MULTILINESTRING ((5.84483813139935 45.3943425203334,5.84413041491526 45.3940486536667))","(2:45.394195587,5.84448427316)"
"MULTILINESTRING ((5.84564965196642 45.3883012658299,5.84605977603918 45.3883877094997))","(2:45.3883444877,5.845854714)"
"MULTILINESTRING ((5.59641353615986 45.3008224144073,5.5969376195598 45.3002368332639))","(2:45.3005296238,5.59667557786)"
"MULTILINESTRING ((5.57820954973859 45.2902856334324,5.57738117745296 45.2910973077852,5.57643093852466 45.2915845439634))","(2:45.2910028053,5.57736904986)"
"MULTILINESTRING ((5.55541420495707 45.2883997854291,5.55586713297278 45.2879482761307))","(2:45.2881740308,5.55564066896)"
"MULTILINESTRING ((5.54452677487806 45.284832486478,5.54286121344291 45.2843038651622))","(2:45.2845681758,5.54369399416)"
"MULTILINESTRING ((5.55062670882251 45.2784599326695,5.55093402328405 45.2786207330149))","(2:45.2785403328,5.55078036605)"
"MULTILINESTRING ((5.55127462378327 45.278825326541,5.55093402328405 45.2786207330149))","(2:45.2787230298,5.55110432353)"
"MULTILINESTRING ((5.55277281665239 45.2764514007027,5.55330984083411 45.2759701812868))","(2:45.276210791,5.55304132874)"
"MULTILINESTRING ((5.53577227931222 45.2818469855535,5.53576017803055 45.282090421234))","(2:45.2819687034,5.53576622867)"
"MULTILINESTRING ((5.32764989507825 45.1185892354208,5.32805632679395 45.1185761562486))","(2:45.1185826958,5.32785311094)"
"MULTILINESTRING ((5.35731587508141 45.1518159879171,5.35682780030207 45.1514482167692))","(2:45.1516321023,5.35707183769)"
"MULTILINESTRING ((5.34321060078973 45.1413527733033,5.33913973693147 45.1416019938861,5.3383243103064 45.1410591455817))","(2:45.1414489503,5.34070200688)"
"MULTILINESTRING ((5.80340467906527 44.8490642269566,5.80212943034137 44.8487115667143))","(2:44.8488878968,5.8027670547)"
"MULTILINESTRING ((5.80301926751491 44.8491838568415,5.80361318341587 44.8498055362544))","(2:44.8494946965,5.80331622547)"
"MULTILINESTRING ((5.80437897297835 44.8587009357529,5.80430263699985 44.8574937208499,5.80140085583741 44.8525711595092,5.80137345176666 44.850824674167,5.80098050378666 44.8504950970933))","(2:44.8545577163,5.8026757841)"
"MULTILINESTRING ((5.78638461946915 44.8410736215862,5.78826352592626 44.8421159470536,5.79065158837906 44.8431629912822))","(2:44.8421675205,5.78849373038)"
"MULTILINESTRING ((5.79551247362588 44.8528783658453,5.79692842399606 44.8520370261674))","(2:44.852457696,5.79622044881)"
"MULTILINESTRING ((5.79692842399606 44.8520370261674,5.79805376945622 44.851457933198))","(2:44.8517474797,5.79749109673)"
"MULTILINESTRING ((5.78798155640645 44.9978834672368,5.78448800992607 45.0001136927172))","(2:44.99899858,5.78623478317)"
"MULTILINESTRING ((5.95234220755907 45.3794990728971,5.95239073940342 45.3779679632073))","(2:45.3787335181,5.95236647348)"
"MULTILINESTRING ((5.96466961468603 45.3774906781499,5.96483616666442 45.3774174076147))","(2:45.3774540429,5.96475289068)"
"MULTILINESTRING ((5.96107037240699 45.3648527100581,5.96491549624763 45.3691302442195))","(2:45.3669914771,5.96299293433)"
"MULTILINESTRING ((5.95518469137133 45.3781301515979,5.95600981433554 45.3782152979213))","(2:45.3781727248,5.95559725285)"
"MULTILINESTRING ((5.9746370007068 44.8405043587534,5.97594896868502 44.8404297838865))","(2:44.8404670713,5.9752929847)"
"MULTILINESTRING ((5.96239870062359 44.8364992196249,5.96228281965831 44.8355126259601))","(2:44.8360059228,5.96234076014)"
"MULTILINESTRING ((5.85502698905174 44.8565836236116,5.85446267966497 44.85709979994))","(2:44.8568417118,5.85474483436)"
"MULTILINESTRING ((5.84528168054896 44.8665470026562,5.84563321438969 44.8666329846728))","(2:44.8665899937,5.84545744747)"
"MULTILINESTRING ((5.85633397529183 44.8552315123205,5.85651683025907 44.8552140261802))","(2:44.8552227693,5.85642540278)"
"MULTILINESTRING ((5.76970702887912 45.2532778568744,5.76902999199489 45.2523576447202))","(2:45.2528177508,5.76936851044)"
"MULTILINESTRING ((5.7747036082344 45.2659653086331,5.77526892942057 45.2664466000707))","(2:45.2662059544,5.77498626883)"
"MULTILINESTRING ((5.77269713361936 45.267377922898,5.7723503207669 45.2679824741264,5.77134682250961 45.2684803103854))","(2:45.2680199844,5.77210752442)"
"MULTILINESTRING ((5.77526892942057 45.2664466000707,5.77649381518683 45.2659098976721,5.77681155553762 45.2655574994522,5.7768230251475 45.2655467086524))","(2:45.2660574333,5.77608969563)"
"MULTILINESTRING ((5.67385462383805 45.1673687751737,5.67176744052127 45.1674704926966))","(2:45.1674196339,5.67281103218)"
"MULTILINESTRING ((5.64831460323646 44.9415198177539,5.6478976901269 44.9415492873262,5.64720797965979 44.9417010116935,5.64645510590059 44.941676728249,5.64604729976201 44.9419136376498,5.64598158301396 44.9424726911294,5.64675935064908 44.9439021505314))","(2:44.9422755642,5.64673419676)"
"MULTILINESTRING ((5.64535650915484 44.9571809326627,5.64764766869507 44.9569629730906,5.648520087786 44.9569490065637))","(2:44.957040075,5.64693691724)"
"MULTILINESTRING ((5.64535650915484 44.9571809326627,5.63679760511209 44.9576134123045))","(2:44.9573971725,5.64107705713)"
"MULTILINESTRING ((5.65241453385858 44.9358564186722,5.6523446092983 44.9361060355515))","(2:44.9359812271,5.65237957158)"
"MULTILINESTRING ((5.27896678330002 45.1201072317568,5.27875348503953 45.1201203664219))","(2:45.1201137991,5.27886013417)"
"MULTILINESTRING ((5.81536885386169 44.9024633207783,5.81475914994298 44.9026527590579,5.81153914050036 44.9047668938316,5.81023718870712 44.9048239612565))","(2:44.903827091,5.81285158566)"
"MULTILINESTRING ((5.80573901118091 44.9201851746218,5.80562792703567 44.9174090983323))","(2:44.9187971365,5.80568346911)"
"MULTILINESTRING ((5.76371103726313 44.921091558637,5.76359482403594 44.9211632244216))","(2:44.9211273915,5.76365293065)"
"MULTILINESTRING ((5.77929254856457 44.915513097679,5.77633962621422 44.9153275076653))","(2:44.9154203027,5.77781608739)"
"MULTILINESTRING ((5.77887848619171 44.9283654773415,5.77565227711321 44.9315511889233,5.77363381695179 44.9338929898481,5.77443889239779 44.9357120775978))","(2:44.931849248,5.77575411158)"
"MULTILINESTRING ((5.78257850194789 44.920481510617,5.78294085958839 44.9207427567377))","(2:44.9206121337,5.78275968077)"
"MULTILINESTRING ((5.95535879810066 45.3094348605383,5.95511091207671 45.3097577482905,5.95495147147836 45.3098617564633))","(2:45.3096643173,5.95516996002)"
"MULTILINESTRING ((5.97076646360648 45.3156018665627,5.97114285073509 45.3159053400559))","(2:45.3157536033,5.97095465717)"
"MULTILINESTRING ((5.9729408376332 45.3164886859325,5.97132851361162 45.3160166206353,5.97114285073509 45.3159053400559))","(2:45.3162193625,5.97203206682)"
"MULTILINESTRING ((5.97111477575275 45.3084639552092,5.97119507716126 45.3063217067141,5.97159407941296 45.3058049548311,5.97346628775124 45.3049090428548,5.97896248597649 45.305252975795))","(2:45.3056754853,5.97412946588)"
"MULTILINESTRING ((5.95028504096733 45.3226502083867,5.94828666646055 45.3213072477437,5.94284904075511 45.3176928352317))","(2:45.3201678208,5.94656951449)"
"MULTILINESTRING ((5.92481544722593 45.3223617230676,5.9221094012932 45.3226101718356,5.92154213946653 45.3230400243529))","(2:45.322556339,5.92312273285)"
"MULTILINESTRING ((5.97790473494239 45.299168969208,5.97934239605524 45.2993041672791,5.98330291932944 45.2989732271638,5.98359938023928 45.2987321872139))","(2:45.2991442233,5.98079093124)"
"MULTILINESTRING ((5.99941014627451 45.2998042530003,5.99904786277594 45.2997090535951))","(2:45.2997566533,5.99922900453)"
"MULTILINESTRING ((6.00533108791663 45.3007131533461,6.00640790392483 45.300167624801))","(2:45.3004403891,6.00586949592)"
"MULTILINESTRING ((5.94362183714053 45.3385614372202,5.94300459668985 45.338604191453,5.94220937513055 45.3388489057905))","(2:45.3386652482,5.94290818259)"
"MULTILINESTRING ((5.96402583981279 45.3475409946814,5.9641674932799 45.3480244747315))","(2:45.3477827347,5.96409666655)"
"MULTILINESTRING ((5.94387235811825 45.3408595472691,5.94290802067232 45.3407580171044))","(2:45.3408087822,5.9433901894)"
"MULTILINESTRING ((5.94190875373906 45.3406261353545,5.94290802067232 45.3407580171044))","(2:45.3406920762,5.94240838721)"
"MULTILINESTRING ((5.9584034637351 45.3617819014096,5.95545926364153 45.3631557627591))","(2:45.3624688321,5.95693136369)"
"MULTILINESTRING ((5.65540512413007 44.9083297753752,5.65665148335863 44.9130953241593,5.65700068124571 44.9142852602128))","(2:44.9113114427,5.65618875547)"
"MULTILINESTRING ((5.65700068124571 44.9142852602128,5.65683733540925 44.9159380933638))","(2:44.9151116768,5.65691900833)"
"MULTILINESTRING ((5.74350618440841 44.748111604547,5.74492144955064 44.7484348490875,5.74776554499094 44.7465172009431,5.74813654029251 44.7452903150264,5.75126757773034 44.7430631612997))","(2:44.7461233425,5.74753013945)"
"MULTILINESTRING ((5.75815206842118 44.7404847220306,5.75728363167985 44.740238203598,5.75166920067228 44.7430152601091))","(2:44.7414673475,5.75488473554)"
"MULTILINESTRING ((5.75142760241887 45.2203690688465,5.75309347345097 45.2216844255674))","(2:45.2210267472,5.75226053793)"
"MULTILINESTRING ((5.8576182166212 44.940115692066,5.85164531211011 44.9327291920521))","(2:44.9364224421,5.85463176437)"
"MULTILINESTRING ((5.8576182166212 44.940115692066,5.85774232403611 44.9399161896108))","(2:44.9400159408,5.85768027033)"
"MULTILINESTRING ((5.70911107271958 45.0935210119903,5.70893485932535 45.0926066795214))","(2:45.0930638458,5.70902296602)"
"MULTILINESTRING ((5.70548500814504 45.0837284106686,5.707282565516 45.0862157920077))","(2:45.0849721013,5.70638378683)"
"MULTILINESTRING ((5.68768841462989 45.0854858972423,5.68748759923384 45.0861941033521))","(2:45.0858400003,5.68758800693)"
"MULTILINESTRING ((5.6767973492286 45.0698496173157,5.67776012491271 45.0693527578893))","(2:45.0696011876,5.67727873707)"
"MULTILINESTRING ((5.67301089776512 45.1030236508441,5.67121216000099 45.1032222184903))","(2:45.1031229347,5.67211152888)"
"MULTILINESTRING ((5.69692365532798 45.0872093039115,5.69738949266972 45.0872633616355))","(2:45.0872363328,5.697156574)"
"MULTILINESTRING ((5.79876847572077 45.1030059466035,5.79945873441109 45.1050908508819))","(2:45.1040483987,5.79911360507)"
"MULTILINESTRING ((5.79621222210169 45.0935228851353,5.79664812026772 45.0932786614361,5.79464797792831 45.0905046628267))","(2:45.0920840395,5.79574775187)"
"MULTILINESTRING ((5.81212855686815 45.1272350899332,5.81314412491306 45.1289138297994))","(2:45.1280744599,5.81263634089)"
"MULTILINESTRING ((5.81117174168455 45.1268452101545,5.81138937439728 45.126876448268))","(2:45.1268608292,5.81128055804)"
"MULTILINESTRING ((5.80912006906914 45.1711750528189,5.80948881902691 45.1711533214816))","(2:45.1711641872,5.80930444405)"
"MULTILINESTRING ((5.81288163451079 45.1709761028204,5.8126440609322 45.1700386423648))","(2:45.1705073726,5.81276284772)"
"MULTILINESTRING ((6.12708135249671 44.9849711954513,6.12853651978195 44.984700948831,6.13602816997513 44.9843747641392,6.14215262690895 44.9820219864353,6.14405210786446 44.9804274575568))","(2:44.9836186708,6.13588283584)"
"MULTILINESTRING ((6.11540721446079 44.9914118747555,6.11497955162147 44.9918706202384))","(2:44.9916412475,6.11519338304)"
"MULTILINESTRING ((5.85239218661048 45.2272232766313,5.84330603694411 45.2203916148391))","(2:45.2238074457,5.84784911178)"
"MULTILINESTRING ((5.61567741619541 45.2786280880333,5.61441212111762 45.2785774443689,5.61366314494954 45.2783482658614,5.61238436536637 45.2780719515328))","(2:45.2784171428,5.61402241385)"
"MULTILINESTRING ((5.60461818424247 45.2735805382194,5.60542063926043 45.2741252371039,5.6069257609041 45.2750374622458,5.60763712461593 45.2757024287599))","(2:45.2745979281,5.60616244128)"
"MULTILINESTRING ((5.61789699237611 45.2787809558383,5.61657348397575 45.2869039965148))","(2:45.2828424762,5.61723523818)"
"MULTILINESTRING ((5.6857789835084 45.0618296936416,5.68499487559193 45.0596110836896))","(2:45.0607203887,5.68538692955)"
"MULTILINESTRING ((5.65793990317664 45.0315231062438,5.65739984460365 45.0300359364858))","(2:45.0307795214,5.65766987389)"
"MULTILINESTRING ((5.67434300301099 45.060525490628,5.67375275290888 45.0600101008365,5.67302575879092 45.0594774150448))","(2:45.0599874779,5.67369556844)"
"MULTILINESTRING ((5.6917912764737 45.068395215386,5.69210838021046 45.068405488337,5.69212704817317 45.06840281652))","(2:45.0684005651,5.69195924744)"
"MULTILINESTRING ((5.6699423125512 45.063240149489,5.66948047446629 45.0635508017013,5.66946666259658 45.0635600941857))","(2:45.0634001212,5.66970448712)"
"MULTILINESTRING ((5.66144805026642 45.0397618976936,5.65901862618292 45.0403213374911))","(2:45.0400416176,5.66023333822)"
"MULTILINESTRING ((5.65444282420338 45.0264290299096,5.65410216968034 45.0255742475057,5.65433536115623 45.0217118459295))","(2:45.024096172,5.65422908815)"
"MULTILINESTRING ((5.6644638044188 45.049924847054,5.66467899466734 45.0503089239912))","(2:45.0501168855,5.66457139954)"
"MULTILINESTRING ((5.68710430454324 45.063777133168,5.68920458248543 45.062928047996,5.69028730215749 45.062428096178))","(2:45.0631199661,5.68870331153)"
"MULTILINESTRING ((5.66529635826462 45.0190165066418,5.66932484088241 45.0191850543718))","(2:45.0191007805,5.66731059957)"
"MULTILINESTRING ((5.56749100887397 45.0671635195754,5.56687939316511 45.0673406027956))","(2:45.0672520612,5.56718520102)"
